 0 127  1.
 1 0  1.
 1 1  1.
 1 2  1.
 1 3  1.
 1 4  1.
 1 5  1.
 1 6  1.
 1 7  1.
 1 8  1.
 1 9  1.
 1 10  1.
 1 11  1.
 1 12  1.
 1 13  1.
 1 14  1.
 1 15  1.
 1 16  1.
 1 17  1.
 1 18  1.
 1 19  1.
 1 20  1.
 1 21  1.
 1 22  1.
 1 23  1.
 1 24  1.
 1 25  1.
 1 26  1.
 1 27  1.
 1 28  1.
 1 29  1.
 1 30  1.
 1 31  1.
 1 32  1.
 1 33  1.
 1 34  1.
 1 35  1.
 1 36  1.
 1 37  1.
 1 38  1.
 1 39  1.
 1 40  1.
 1 41  1.
 1 42  1.
 1 43  1.
 1 44  1.
 1 45  1.
 1 46  1.
 1 47  1.
 1 48  1.
 1 49  1.
 1 50  1.
 1 51  1.
 1 52  1.
 1 53  1.
 1 54  1.
 1 55  1.
 1 56  1.
 1 57  1.08243001
 1 58  1.
 1 59  1.09192002
 1 60  1.05737996
 1 61  1.
 1 62  1.
 1 63  1.
 1 64  1.
 1 65  1.
 1 66  1.06085002
 1 67  1.07164001
 1 68  1.
 1 69  1.
 1 70  1.
 1 71  1.
 1 72  1.
 1 73  1.
 1 74  1.
 1 75  1.
 1 76  1.
 1 77  1.
 1 78  1.
 1 79  1.
 1 80  1.
 1 81  1.
 1 82  1.
 1 83  1.
 1 84  1.
 1 85  1.
 1 86  1.
 1 87  1.
 1 88  1.
 1 89  1.
 1 90  1.
 1 91  1.
 1 92  1.
 1 93  1.
 1 94  1.
 1 95  1.
 1 96  1.
 1 97  1.
 1 98  1.
 1 99  1.
 1 100  1.
 1 101  1.
 1 102  1.
 1 103  1.
 1 104  1.
 1 105  1.
 1 106  1.
 1 107  1.
 1 108  1.
 1 109  1.
 1 110  1.
 1 111  1.
 1 112  1.
 1 113  1.
 1 114  1.
 1 115  1.
 1 116  1.
 1 117  1.
 1 118  1.
 1 119  1.
 1 120  1.
 1 121  1.
 1 122  1.
 1 123  1.
 1 124  1.
 1 125  1.
 1 126  1.
 1 127  1.
 2 0  1.
 2 1  1.
 2 2  1.
 2 3  1.
 2 4  1.
 2 5  1.
 2 6  1.
 2 7  1.
 2 8  1.
 2 9  1.
 2 10  1.
 2 11  1.
 2 12  1.
 2 13  1.
 2 14  1.
 2 15  1.
 2 16  1.
 2 17  1.
 2 18  1.
 2 19  1.
 2 20  1.
 2 21  1.
 2 22  1.
 2 23  1.
 2 24  1.
 2 25  1.
 2 26  1.
 2 27  1.
 2 28  1.
 2 29  1.
 2 30  1.
 2 31  1.
 2 32  1.
 2 33  1.
 2 34  1.
 2 35  1.
 2 36  1.
 2 37  1.
 2 38  1.
 2 39  1.
 2 40  1.
 2 41  1.
 2 42  1.
 2 43  1.
 2 44  1.
 2 45  1.
 2 46  1.
 2 47  1.
 2 48  1.
 2 49  1.
 2 50  1.00099003
 2 51  0.998269916
 2 52  1.00463998
 2 53  0.980889916
 2 54  1.00215006
 2 55  1.02187002
 2 56  0.983749926
 2 57  0.979009986
 2 58  0.980809987
 2 59  0.958459914
 2 60  0.973749995
 2 61  0.996910036
 2 62  0.996449947
 2 63  0.990580022
 2 64  1.00532997
 2 65  1.00610995
 2 66  0.992380023
 2 67  0.976250052
 2 68  0.995740056
 2 69  1.00255001
 2 70  1.00231004
 2 71  1.01634002
 2 72  0.983929932
 2 73  1.01340997
 2 74  0.992990017
 2 75  1.00597
 2 76  0.996880054
 2 77  1.
 2 78  1.
 2 79  1.
 2 80  1.
 2 81  1.
 2 82  1.
 2 83  1.
 2 84  1.
 2 85  1.
 2 86  1.
 2 87  1.
 2 88  1.
 2 89  1.
 2 90  1.
 2 91  1.
 2 92  1.
 2 93  1.
 2 94  1.
 2 95  1.
 2 96  1.
 2 97  1.
 2 98  1.
 2 99  1.
 2 100  1.
 2 101  1.
 2 102  1.
 2 103  1.
 2 104  1.
 2 105  1.
 2 106  1.
 2 107  1.
 2 108  1.
 2 109  1.
 2 110  1.
 2 111  1.
 2 112  1.
 2 113  1.
 2 114  1.
 2 115  1.
 2 116  1.
 2 117  1.
 2 118  1.
 2 119  1.
 2 120  1.
 2 121  1.
 2 122  1.
 2 123  1.
 2 124  1.
 2 125  1.
 2 126  1.
 2 127  1.
 3 0  1.
 3 1  1.
 3 2  1.
 3 3  1.
 3 4  1.
 3 5  1.
 3 6  1.
 3 7  1.
 3 8  1.
 3 9  1.
 3 10  1.
 3 11  1.
 3 12  1.
 3 13  1.
 3 14  1.
 3 15  1.
 3 16  1.
 3 17  1.
 3 18  1.
 3 19  1.
 3 20  1.
 3 21  1.
 3 22  1.
 3 23  1.
 3 24  1.
 3 25  1.
 3 26  1.
 3 27  1.
 3 28  1.
 3 29  1.
 3 30  1.
 3 31  1.
 3 32  1.
 3 33  1.
 3 34  1.
 3 35  1.
 3 36  1.
 3 37  1.
 3 38  1.
 3 39  1.
 3 40  1.
 3 41  1.
 3 42  1.
 3 43  1.
 3 44  1.
 3 45  1.
 3 46  0.991900086
 3 47  1.
 3 48  0.977689922
 3 49  1.01931
 3 50  0.989840031
 3 51  0.983209968
 3 52  1.00917006
 3 53  1.00843
 3 54  0.983699977
 3 55  0.993809998
 3 56  0.979879916
 3 57  1.00828004
 3 58  0.990859985
 3 59  0.981599987
 3 60  1.00753999
 3 61  0.969640017
 3 62  1.00826001
 3 63  0.989909947
 3 64  0.983350039
 3 65  0.986689925
 3 66  1.01802003
 3 67  1.00057006
 3 68  0.991739988
 3 69  0.985050023
 3 70  0.995840073
 3 71  0.992529929
 3 72  1.02155995
 3 73  0.96134001
 3 74  1.01924002
 3 75  0.984179974
 3 76  0.985159993
 3 77  0.982039988
 3 78  0.999430001
 3 79  0.971270084
 3 80  1.01952004
 3 81  1.
 3 82  1.
 3 83  1.
 3 84  1.
 3 85  1.
 3 86  1.
 3 87  1.
 3 88  1.
 3 89  1.
 3 90  1.
 3 91  1.
 3 92  1.
 3 93  1.
 3 94  1.
 3 95  1.
 3 96  1.
 3 97  1.
 3 98  1.
 3 99  1.
 3 100  1.
 3 101  1.
 3 102  1.
 3 103  1.
 3 104  1.
 3 105  1.
 3 106  1.
 3 107  1.
 3 108  1.
 3 109  1.
 3 110  1.
 3 111  1.
 3 112  1.
 3 113  1.
 3 114  1.
 3 115  1.
 3 116  1.
 3 117  1.
 3 118  1.
 3 119  1.
 3 120  1.
 3 121  1.
 3 122  1.
 3 123  1.
 3 124  1.
 3 125  1.
 3 126  1.
 3 127  1.
 4 0  1.
 4 1  1.
 4 2  1.
 4 3  1.
 4 4  1.
 4 5  1.
 4 6  1.
 4 7  1.
 4 8  1.
 4 9  1.
 4 10  1.
 4 11  1.
 4 12  1.
 4 13  1.
 4 14  1.
 4 15  1.
 4 16  1.
 4 17  1.
 4 18  1.
 4 19  1.
 4 20  1.
 4 21  1.
 4 22  1.
 4 23  1.
 4 24  1.
 4 25  1.
 4 26  1.
 4 27  1.
 4 28  1.
 4 29  1.
 4 30  1.
 4 31  1.
 4 32  1.
 4 33  1.
 4 34  1.
 4 35  1.
 4 36  1.
 4 37  1.
 4 38  1.
 4 39  1.
 4 40  1.
 4 41  1.
 4 42  1.
 4 43  1.
 4 44  1.00408995
 4 45  1.00943005
 4 46  1.
 4 47  1.
 4 48  1.
 4 49  1.00288999
 4 50  0.991319954
 4 51  1.00218999
 4 52  0.990310013
 4 53  1.00924003
 4 54  1.00537002
 4 55  0.988930047
 4 56  1.02241004
 4 57  0.992880046
 4 58  0.992360055
 4 59  1.00383997
 4 60  0.996000051
 4 61  1.00513995
 4 62  0.997319996
 4 63  1.01388001
 4 64  0.990569949
 4 65  0.994090021
 4 66  0.993049979
 4 67  0.997569978
 4 68  0.991770029
 4 69  1.00776994
 4 70  1.00055003
 4 71  1.01048005
 4 72  0.999000013
 4 73  0.998560011
 4 74  1.00040996
 4 75  0.999539971
 4 76  0.997310042
 4 77  0.999559939
 4 78  0.990609944
 4 79  0.996420026
 4 80  0.996439993
 4 81  1.
 4 82  1.
 4 83  1.
 4 84  1.
 4 85  1.
 4 86  1.
 4 87  1.
 4 88  1.
 4 89  1.
 4 90  1.
 4 91  1.
 4 92  1.
 4 93  1.
 4 94  1.
 4 95  1.
 4 96  1.
 4 97  1.
 4 98  1.
 4 99  1.
 4 100  1.
 4 101  1.
 4 102  1.
 4 103  1.
 4 104  1.
 4 105  1.
 4 106  1.
 4 107  1.
 4 108  1.
 4 109  1.
 4 110  1.
 4 111  1.
 4 112  1.
 4 113  1.
 4 114  1.
 4 115  1.
 4 116  1.
 4 117  1.
 4 118  1.
 4 119  1.
 4 120  1.
 4 121  1.
 4 122  1.
 4 123  1.
 4 124  1.
 4 125  1.
 4 126  1.
 4 127  1.
 5 0  1.
 5 1  1.
 5 2  1.
 5 3  1.
 5 4  1.
 5 5  1.
 5 6  1.
 5 7  1.
 5 8  1.
 5 9  1.
 5 10  1.
 5 11  1.
 5 12  1.
 5 13  1.
 5 14  1.
 5 15  1.
 5 16  1.
 5 17  1.
 5 18  1.
 5 19  1.
 5 20  1.
 5 21  1.
 5 22  1.
 5 23  1.
 5 24  1.
 5 25  1.
 5 26  1.
 5 27  1.
 5 28  1.
 5 29  1.
 5 30  1.
 5 31  1.
 5 32  1.
 5 33  1.
 5 34  1.
 5 35  1.
 5 36  1.
 5 37  1.
 5 38  1.
 5 39  1.
 5 40  1.
 5 41  1.00940001
 5 42  0.99029994
 5 43  0.989519954
 5 44  0.994419992
 5 45  1.00095999
 5 46  0.99563992
 5 47  1.00874996
 5 48  0.987800002
 5 49  1.01011002
 5 50  0.969479978
 5 51  1.01153004
 5 52  0.999739945
 5 53  0.980929971
 5 54  1.00494003
 5 55  0.997479975
 5 56  0.987110019
 5 57  1.01318002
 5 58  0.991630018
 5 59  0.997730076
 5 60  0.98864007
 5 61  0.996659994
 5 62  0.992880046
 5 63  0.996829927
 5 64  0.990429938
 5 65  0.98969996
 5 66  1.00874996
 5 67  0.989740014
 5 68  0.995890081
 5 69  0.999610007
 5 70  0.995829999
 5 71  0.997049928
 5 72  0.985029995
 5 73  1.01174998
 5 74  0.984190047
 5 75  1.00258005
 5 76  0.99112004
 5 77  1.00563002
 5 78  1.00369
 5 79  0.989139915
 5 80  1.01099002
 5 81  1.00404
 5 82  0.997110069
 5 83  0.998569965
 5 84  0.992380023
 5 85  1.
 5 86  1.
 5 87  1.
 5 88  1.
 5 89  1.
 5 90  1.
 5 91  1.
 5 92  1.
 5 93  1.
 5 94  1.
 5 95  1.
 5 96  1.
 5 97  1.
 5 98  1.
 5 99  1.
 5 100  1.
 5 101  1.
 5 102  1.
 5 103  1.
 5 104  1.
 5 105  1.
 5 106  1.
 5 107  1.
 5 108  1.
 5 109  1.
 5 110  1.
 5 111  1.
 5 112  1.
 5 113  1.
 5 114  1.
 5 115  1.
 5 116  1.
 5 117  1.
 5 118  1.
 5 119  1.
 5 120  1.
 5 121  1.
 5 122  1.
 5 123  1.
 5 124  1.
 5 125  1.
 5 126  1.
 5 127  1.
 6 0  1.
 6 1  1.
 6 2  1.
 6 3  1.
 6 4  1.
 6 5  1.
 6 6  1.
 6 7  1.
 6 8  1.
 6 9  1.
 6 10  1.
 6 11  1.
 6 12  1.
 6 13  1.
 6 14  1.
 6 15  1.
 6 16  1.
 6 17  1.
 6 18  1.
 6 19  1.
 6 20  1.
 6 21  1.
 6 22  1.
 6 23  1.
 6 24  1.
 6 25  1.
 6 26  1.
 6 27  1.
 6 28  1.
 6 29  1.
 6 30  1.
 6 31  1.
 6 32  1.
 6 33  1.
 6 34  1.
 6 35  1.
 6 36  1.
 6 37  1.
 6 38  1.
 6 39  1.00510001
 6 40  1.00681996
 6 41  0.995779991
 6 42  0.997959971
 6 43  1.00381994
 6 44  0.995160043
 6 45  0.976480067
 6 46  0.993030012
 6 47  1.01382995
 6 48  0.986430049
 6 49  1.00957
 6 50  0.981469929
 6 51  1.00405002
 6 52  0.983870089
 6 53  1.00919998
 6 54  0.993250012
 6 55  0.987289965
 6 56  1.01178002
 6 57  0.995440006
 6 58  0.996140063
 6 59  0.99040997
 6 60  0.999260008
 6 61  0.990239978
 6 62  1.00658
 6 63  1.00825
 6 64  1.03227997
 6 65  1.02271998
 6 66  1.00809002
 6 67  0.994050026
 6 68  1.00601995
 6 69  0.989139915
 6 70  0.997120023
 6 71  1.00626004
 6 72  1.00510001
 6 73  0.99612999
 6 74  1.00900996
 6 75  0.992160022
 6 76  1.00941002
 6 77  1.00768995
 6 78  1.00180995
 6 79  1.00198996
 6 80  1.00018001
 6 81  0.990070045
 6 82  0.98684001
 6 83  0.985899985
 6 84  0.991699994
 6 85  0.982840002
 6 86  1.00838006
 6 87  0.994019985
 6 88  1.
 6 89  1.
 6 90  1.
 6 91  1.
 6 92  1.
 6 93  1.
 6 94  1.
 6 95  1.
 6 96  1.
 6 97  1.
 6 98  1.
 6 99  1.
 6 100  1.
 6 101  1.
 6 102  1.
 6 103  1.
 6 104  1.
 6 105  1.
 6 106  1.
 6 107  1.
 6 108  1.
 6 109  1.
 6 110  1.
 6 111  1.
 6 112  1.
 6 113  1.
 6 114  1.
 6 115  1.
 6 116  1.
 6 117  1.
 6 118  1.
 6 119  1.
 6 120  1.
 6 121  1.
 6 122  1.
 6 123  1.
 6 124  1.
 6 125  1.
 6 126  1.
 6 127  1.
 7 0  1.
 7 1  1.
 7 2  1.
 7 3  1.
 7 4  1.
 7 5  1.
 7 6  1.
 7 7  1.
 7 8  1.
 7 9  1.
 7 10  1.
 7 11  1.
 7 12  1.
 7 13  1.
 7 14  1.
 7 15  1.
 7 16  1.
 7 17  1.
 7 18  1.
 7 19  1.
 7 20  1.
 7 21  1.
 7 22  1.
 7 23  1.
 7 24  1.
 7 25  1.
 7 26  1.
 7 27  1.
 7 28  1.
 7 29  1.
 7 30  1.
 7 31  1.
 7 32  1.
 7 33  1.
 7 34  1.
 7 35  1.
 7 36  1.
 7 37  1.00478995
 7 38  1.01124001
 7 39  0.998779953
 7 40  1.00936997
 7 41  1.00057995
 7 42  0.988479972
 7 43  0.993849993
 7 44  0.994269967
 7 45  0.981759965
 7 46  0.99191004
 7 47  1.00451005
 7 48  0.998130023
 7 49  1.00534999
 7 50  1.00682998
 7 51  0.998620033
 7 52  1.00943995
 7 53  0.95912993
 7 54  1.028
 7 55  1.00670004
 7 56  0.996509969
 7 57  0.990960002
 7 58  1.00715995
 7 59  0.996770024
 7 60  0.987349927
 7 61  1.00011003
 7 62  1.00177002
 7 63  1.01338995
 7 64  0.998560011
 7 65  0.998509943
 7 66  0.995329976
 7 67  1.00498998
 7 68  0.985189974
 7 69  1.00774002
 7 70  1.00291002
 7 71  0.992139995
 7 72  1.00961006
 7 73  0.994609952
 7 74  0.999189913
 7 75  0.993350089
 7 76  0.99131
 7 77  1.00419998
 7 78  0.992950082
 7 79  1.01171994
 7 80  0.999079943
 7 81  0.996370077
 7 82  0.999530077
 7 83  0.994180083
 7 84  1.00460994
 7 85  1.00759006
 7 86  0.994839966
 7 87  1.01587999
 7 88  0.994590044
 7 89  0.99289
 7 90  1.
 7 91  1.
 7 92  1.
 7 93  1.
 7 94  1.
 7 95  1.
 7 96  1.
 7 97  1.
 7 98  1.
 7 99  1.
 7 100  1.
 7 101  1.
 7 102  1.
 7 103  1.
 7 104  1.
 7 105  1.
 7 106  1.
 7 107  1.
 7 108  1.
 7 109  1.
 7 110  1.
 7 111  1.
 7 112  1.
 7 113  1.
 7 114  1.
 7 115  1.
 7 116  1.
 7 117  1.
 7 118  1.
 7 119  1.
 7 120  1.
 7 121  1.
 7 122  1.
 7 123  1.
 7 124  1.
 7 125  1.
 7 126  1.
 7 127  1.
 8 0  1.
 8 1  1.
 8 2  1.
 8 3  1.
 8 4  1.
 8 5  1.
 8 6  1.
 8 7  1.
 8 8  1.
 8 9  1.
 8 10  1.
 8 11  1.
 8 12  1.
 8 13  1.
 8 14  1.
 8 15  1.
 8 16  1.
 8 17  1.
 8 18  1.
 8 19  1.
 8 20  1.
 8 21  1.
 8 22  1.
 8 23  1.
 8 24  1.
 8 25  1.
 8 26  1.
 8 27  1.
 8 28  1.
 8 29  1.
 8 30  1.
 8 31  1.
 8 32  1.
 8 33  1.
 8 34  1.
 8 35  1.00838006
 8 36  0.968049943
 8 37  1.00421
 8 38  0.993250012
 8 39  1.0187
 8 40  0.999090075
 8 41  1.01557004
 8 42  1.00275004
 8 43  0.996869981
 8 44  1.00768995
 8 45  1.00194001
 8 46  1.00275004
 8 47  1.00386
 8 48  1.00320995
 8 49  0.993039966
 8 50  1.00844002
 8 51  0.999240041
 8 52  0.999200046
 8 53  1.01505005
 8 54  0.994559944
 8 55  1.0043
 8 56  0.998560011
 8 57  0.98563993
 8 58  0.998640001
 8 59  0.997179985
 8 60  1.00147998
 8 61  0.995269954
 8 62  0.981440008
 8 63  1.00486004
 8 64  0.999100089
 8 65  0.988550007
 8 66  1.00260997
 8 67  1.00112998
 8 68  0.97386992
 8 69  1.00970995
 8 70  1.00794005
 8 71  0.997759938
 8 72  1.00228
 8 73  0.997310042
 8 74  0.992380023
 8 75  0.990480006
 8 76  1.01575005
 8 77  0.970199943
 8 78  1.00878
 8 79  1.0072
 8 80  0.988360047
 8 81  1.00933003
 8 82  0.998730004
 8 83  0.997460067
 8 84  0.995450079
 8 85  0.989660025
 8 86  0.987749994
 8 87  0.992540061
 8 88  1.00004005
 8 89  0.997379959
 8 90  1.00080001
 8 91  1.00225997
 8 92  1.
 8 93  1.
 8 94  1.
 8 95  1.
 8 96  1.
 8 97  1.
 8 98  1.
 8 99  1.
 8 100  1.
 8 101  1.
 8 102  1.
 8 103  1.
 8 104  1.
 8 105  1.
 8 106  1.
 8 107  1.
 8 108  1.
 8 109  1.
 8 110  1.
 8 111  1.
 8 112  1.
 8 113  1.
 8 114  1.
 8 115  1.
 8 116  1.
 8 117  1.
 8 118  1.
 8 119  1.
 8 120  1.
 8 121  1.
 8 122  1.
 8 123  1.
 8 124  1.
 8 125  1.
 8 126  1.
 8 127  1.
 9 0  1.
 9 1  1.
 9 2  1.
 9 3  1.
 9 4  1.
 9 5  1.
 9 6  1.
 9 7  1.
 9 8  1.
 9 9  1.
 9 10  1.
 9 11  1.
 9 12  1.
 9 13  1.
 9 14  1.
 9 15  1.
 9 16  1.
 9 17  1.
 9 18  1.
 9 19  1.
 9 20  1.
 9 21  1.
 9 22  1.
 9 23  1.
 9 24  1.
 9 25  1.
 9 26  1.
 9 27  1.
 9 28  1.
 9 29  1.
 9 30  1.
 9 31  1.
 9 32  0.982230067
 9 33  0.992640018
 9 34  1.00974
 9 35  0.987979949
 9 36  1.00074995
 9 37  1.00010002
 9 38  1.01282001
 9 39  0.996999919
 9 40  0.998480022
 9 41  1.01838005
 9 42  0.991859972
 9 43  1.01117003
 9 44  0.994600058
 9 45  1.00410998
 9 46  0.996900082
 9 47  1.00396001
 9 48  0.989040017
 9 49  1.01726997
 9 50  0.998220026
 9 51  1.00818002
 9 52  1.0036
 9 53  0.99052
 9 54  1.00699997
 9 55  1.00931001
 9 56  0.989480019
 9 57  1.00443006
 9 58  0.994660079
 9 59  1.00060999
 9 60  1.00012004
 9 61  1.00400996
 9 62  0.997560024
 9 63  1.02015996
 9 64  0.979759991
 9 65  1.02120996
 9 66  0.984490037
 9 67  0.997060001
 9 68  0.996770024
 9 69  0.987719953
 9 70  1.00750005
 9 71  1.01761997
 9 72  0.985659957
 9 73  1.00967002
 9 74  0.991940081
 9 75  0.987860024
 9 76  1.00793004
 9 77  0.975329936
 9 78  1.01655996
 9 79  0.994870067
 9 80  1.01806998
 9 81  1.01278996
 9 82  0.984600008
 9 83  1.00861001
 9 84  1.00040996
 9 85  0.995230079
 9 86  0.988690078
 9 87  1.00662005
 9 88  1.00555003
 9 89  1.00325
 9 90  0.982959986
 9 91  0.993830025
 9 92  0.982220054
 9 93  1.00445998
 9 94  0.967589915
 9 95  1.
 9 96  1.
 9 97  1.
 9 98  1.
 9 99  1.
 9 100  1.
 9 101  1.
 9 102  1.
 9 103  1.
 9 104  1.
 9 105  1.
 9 106  1.
 9 107  1.
 9 108  1.
 9 109  1.
 9 110  1.
 9 111  1.
 9 112  1.
 9 113  1.
 9 114  1.
 9 115  1.
 9 116  1.
 9 117  1.
 9 118  1.
 9 119  1.
 9 120  1.
 9 121  1.
 9 122  1.
 9 123  1.
 9 124  1.
 9 125  1.
 9 126  1.
 9 127  1.
 10 0  1.
 10 1  1.
 10 2  1.
 10 3  1.
 10 4  1.
 10 5  1.
 10 6  1.
 10 7  1.
 10 8  1.
 10 9  1.
 10 10  1.
 10 11  1.
 10 12  1.
 10 13  1.
 10 14  1.
 10 15  1.
 10 16  1.
 10 17  1.
 10 18  1.
 10 19  1.
 10 20  1.
 10 21  1.
 10 22  1.
 10 23  1.
 10 24  1.
 10 25  1.
 10 26  1.
 10 27  1.
 10 28  1.
 10 29  1.
 10 30  1.
 10 31  1.00792003
 10 32  0.985779941
 10 33  0.984679997
 10 34  0.96912998
 10 35  0.96758002
 10 36  0.973240018
 10 37  0.995790064
 10 38  0.943130076
 10 39  0.985369921
 10 40  1.00229001
 10 41  1.00407004
 10 42  1.00567997
 10 43  0.991129994
 10 44  1.00185001
 10 45  1.01110995
 10 46  1.00181997
 10 47  1.00253999
 10 48  0.996000051
 10 49  1.01853001
 10 50  0.98743999
 10 51  1.01054001
 10 52  0.994660079
 10 53  1.00142002
 10 54  0.990160048
 10 55  1.00730002
 10 56  0.994640052
 10 57  0.999569952
 10 58  0.986249924
 10 59  1.00177002
 10 60  0.963129997
 10 61  1.00801003
 10 62  0.98883003
 10 63  0.990440011
 10 64  1.00398004
 10 65  0.994210005
 10 66  0.991110086
 10 67  0.992129982
 10 68  0.973569989
 10 69  1.00750995
 10 70  0.997839928
 10 71  1.00944996
 10 72  0.999029994
 10 73  0.997810066
 10 74  0.979390025
 10 75  0.99022001
 10 76  0.973920047
 10 77  0.996159911
 10 78  0.99495995
 10 79  1.00352001
 10 80  1.00541997
 10 81  0.996000051
 10 82  0.997379959
 10 83  0.99921
 10 84  0.993259966
 10 85  0.956269979
 10 86  0.999350011
 10 87  1.00097001
 10 88  0.984939992
 10 89  0.995530069
 10 90  0.992070019
 10 91  0.98909992
 10 92  0.980759978
 10 93  0.997089982
 10 94  0.984570086
 10 95  1.00044
 10 96  0.967899978
 10 97  1.
 10 98  1.
 10 99  1.
 10 100  1.
 10 101  1.
 10 102  1.
 10 103  1.
 10 104  1.
 10 105  1.
 10 106  1.
 10 107  1.
 10 108  1.
 10 109  1.
 10 110  1.
 10 111  1.
 10 112  1.
 10 113  1.
 10 114  1.
 10 115  1.
 10 116  1.
 10 117  1.
 10 118  1.
 10 119  1.
 10 120  1.
 10 121  1.
 10 122  1.
 10 123  1.
 10 124  1.
 10 125  1.
 10 126  1.
 10 127  1.
 11 0  1.
 11 1  1.
 11 2  1.
 11 3  1.
 11 4  1.
 11 5  1.
 11 6  1.
 11 7  1.
 11 8  1.
 11 9  1.
 11 10  1.
 11 11  1.
 11 12  1.
 11 13  1.
 11 14  1.
 11 15  1.
 11 16  1.
 11 17  1.
 11 18  1.
 11 19  1.
 11 20  1.
 11 21  1.
 11 22  1.
 11 23  1.
 11 24  1.
 11 25  1.
 11 26  1.
 11 27  1.
 11 28  1.
 11 29  1.01998997
 11 30  0.996559918
 11 31  1.00114
 11 32  0.980380058
 11 33  0.944540024
 11 34  0.973129988
 11 35  0.957430005
 11 36  1.00470996
 11 37  0.990859985
 11 38  0.962840021
 11 39  0.991070032
 11 40  0.988589942
 11 41  1.01657999
 11 42  1.00846004
 11 43  0.998480022
 11 44  0.991760075
 11 45  1.01845002
 11 46  0.987489998
 11 47  1.01296997
 11 48  1.02014995
 11 49  0.990930021
 11 50  1.01382005
 11 51  1.00126004
 11 52  1.00150001
 11 53  0.98883003
 11 54  1.00040996
 11 55  1.00497997
 11 56  1.00432003
 11 57  1.00188994
 11 58  0.997269928
 11 59  1.00495005
 11 60  0.995050013
 11 61  1.00231004
 11 62  0.986530066
 11 63  1.00320995
 11 64  0.990729988
 11 65  1.00191998
 11 66  1.00132
 11 67  1.00630999
 11 68  0.994590044
 11 69  0.993860006
 11 70  1.00918996
 11 71  1.04360998
 11 72  1.00758004
 11 73  0.988960028
 11 74  0.965600073
 11 75  1.
 11 76  0.950689971
 11 77  0.987779975
 11 78  0.999779999
 11 79  1.00390995
 11 80  0.98635
 11 81  1.01297998
 11 82  1.00092006
 11 83  0.991559923
 11 84  1.01607001
 11 85  0.954319954
 11 86  1.01568997
 11 87  0.984669924
 11 88  1.00208998
 11 89  1.01232004
 11 90  0.988409996
 11 91  1.01695001
 11 92  1.00646996
 11 93  0.99782002
 11 94  0.984089911
 11 95  1.02893996
 11 96  1.01046002
 11 97  0.981020033
 11 98  1.01654994
 11 99  1.
 11 100  1.
 11 101  1.
 11 102  1.
 11 103  1.
 11 104  1.
 11 105  1.
 11 106  1.
 11 107  1.
 11 108  1.
 11 109  1.
 11 110  1.
 11 111  1.
 11 112  1.
 11 113  1.
 11 114  1.
 11 115  1.
 11 116  1.
 11 117  1.
 11 118  1.
 11 119  1.
 11 120  1.
 11 121  1.
 11 122  1.
 11 123  1.
 11 124  1.
 11 125  1.
 11 126  1.
 11 127  1.
 12 0  1.
 12 1  1.
 12 2  1.
 12 3  1.
 12 4  1.
 12 5  1.
 12 6  1.
 12 7  1.
 12 8  1.
 12 9  1.
 12 10  1.
 12 11  1.
 12 12  1.
 12 13  1.
 12 14  1.
 12 15  1.
 12 16  1.
 12 17  1.
 12 18  1.
 12 19  1.
 12 20  1.
 12 21  1.
 12 22  1.
 12 23  1.
 12 24  1.
 12 25  1.
 12 26  1.
 12 27  1.
 12 28  1.02023005
