4.75 6.86455 6.85685 7.90157 6.71252
5.25 6.86455 6.85685 7.90157 6.71252
5.75 6.86455 6.85685 7.90157 6.71252
6.25 6.86455 6.85685 7.76915 6.71252
6.75 6.86455 6.85685 7.4673 6.71252
7.25 6.86455 6.85685 7.40066 6.71252
7.75 6.86455 6.76627 7.20797 6.71252
8.25 6.86455 6.59483 7.10699 6.71252
8.75 6.86455 6.51737 7.09445 6.71252
9.25 6.86455 6.44342 6.95982 6.71252
9.75 6.86455 6.32781 6.79757 6.71252
10.25 6.63101 6.16598 6.79757 6.5495
10.75 6.63101 6.10734 6.68352 6.33153
11.25 6.4984 6.01844 6.54387 6.2396
11.75 6.34034 5.93525 6.33649 6.11498
12.25 6.23876 5.79937 6.19338 6.05031
12.75 6.04139 5.69037 6.1872 5.91429
13.25 6.01304 5.5824 5.98166 5.76981
13.75 5.92244 5.54181 5.82936 5.74378
14.25 5.80021 5.39368 5.82936 5.56741
14.75 5.68163 5.31923 5.69798 5.55601
15.25 5.47618 5.20107 5.53282 5.39572
15.75 5.4277 5.09178 5.53282 5.29225
16.25 5.3289 5.01801 5.37978 5.2001
16.75 5.26392 4.90738 5.20716 5.09202
17.25 5.1432 4.82529 5.20716 4.99946
17.75 5.09789 4.71649 5.06593 4.86342
18.25 4.97051 4.63697 4.91598 4.81385
18.75 4.89081 4.53641 4.83477 4.68742
19.25 4.78927 4.43793 4.72718 4.5707
19.75 4.68013 4.30796 4.59797 4.49003
20.25 4.6116 4.20844 4.47088 4.4006
20.75 4.51948 4.07831 4.37569 4.32411
21.25 4.44042 3.97463 4.29181 4.25653
21.75 4.384 3.88592 4.18433 4.16657
22.25 4.3075 3.81088 4.10907 4.0903
22.75 4.23693 3.74205 4.02185 4.00943
23.25 4.1331 3.6508 3.92757 3.93631
23.75 4.07337 3.58469 3.83093 3.87862
24.25 4.00087 3.50142 3.79014 3.80571
24.75 3.93729 3.44733 3.73366 3.7571
25.25 3.85247 3.41822 3.6853 3.65548
25.75 3.81919 3.3769 3.61282 3.58219
26.25 3.76022 3.31165 3.53753 3.54213
26.75 3.6673 3.25716 3.48471 3.54213
